WORD 	P+ 	P-
stick		0.000713521227257 	0.000333667000334
dermatologist		0.000356760613628 	0.000667334000667
baby		0.000713521227257 	0.000333667000334
ok		0.00142704245451 	0.002002002002
hole		0.000356760613628 	0.000667334000667
aligned		0.000356760613628 	0.000667334000667
outdated		0.000356760613628 	0.001001001001
must		0.000356760613628 	0.000333667000334
customer		0.000356760613628 	0.000333667000334
fooling		0.000356760613628 	0.000667334000667
word		0.000713521227257 	0.000333667000334
thread		0.000713521227257 	0.000333667000334
science		0.000356760613628 	0.000667334000667
sucks		0.000356760613628 	0.00133466800133
unfortunately		0.000356760613628 	0.000333667000334
worth		0.000713521227257 	0.000333667000334
quality not		0.000356760613628 	0.001001001001
horseshit		0.000356760613628 	0.000667334000667
fit comfortable		0.00142704245451 	0.000333667000334
archer		0.000356760613628 	0.000667334000667
selfhelp		0.000356760613628 	0.000667334000667
thin		0.000356760613628 	0.00133466800133
meet		0.000356760613628 	0.000667334000667
didnt		0.000356760613628 	0.000667334000667
beautiful		0.00214056368177 	0.000667334000667
claim		0.000356760613628 	0.000667334000667
crazy		0.000356760613628 	0.000667334000667
average product		0.000356760613628 	0.001001001001
bent		0.000356760613628 	0.000667334000667
figure		0.000356760613628 	0.001001001001
waste money		0.000356760613628 	0.002002002002
material not		0.000356760613628 	0.002002002002
lock		0.000356760613628 	0.000667334000667
awesome		0.00392436674991 	0.000667334000667
lightweight		0.00107028184088 	0.000333667000334
terrible		0.000356760613628 	0.000333667000334
high		0.000356760613628 	0.001001001001
slit		0.000356760613628 	0.000667334000667
minimum		0.000356760613628 	0.000667334000667
something		0.000713521227257 	0.000667334000667
purchased		0.000713521227257 	0.001001001001
story		0.00214056368177 	0.00133466800133
dress		0.00178380306814 	0.001001001001
simple		0.00107028184088 	0.000333667000334
worse		0.000356760613628 	0.001001001001
sis		0.000713521227257 	0.000333667000334
huge		0.000356760613628 	0.00133466800133
needs		0.000713521227257 	0.000333667000334
end		0.000356760613628 	0.000667334000667
defective		0.000356760613628 	0.001001001001
lame		0.000356760613628 	0.000667334000667
clothing		0.000713521227257 	0.000333667000334
cut not		0.000356760613628 	0.001001001001
comfort		0.00107028184088 	0.000333667000334
thumbs		0.000356760613628 	0.000667334000667
feature		0.000356760613628 	0.000667334000667
write		0.000356760613628 	0.000333667000334
till		0.000713521227257 	0.000333667000334
amazing		0.0024973242954 	0.000667334000667
misleading		0.000356760613628 	0.001001001001
pair		0.000713521227257 	0.000333667000334
size easy		0.00107028184088 	0.000333667000334
nyc		0.000713521227257 	0.000333667000334
faulty		0.000356760613628 	0.001001001001
upto		0.000356760613628 	0.000333667000334
badly		0.000356760613628 	0.000333667000334
product		0.00321084552265 	0.00367033700367
designer		0.000356760613628 	0.000333667000334
frilly		0.000713521227257 	0.000333667000334
description		0.000356760613628 	0.001001001001
overall		0.00107028184088 	0.000333667000334
fallwinter		0.000713521227257 	0.000333667000334
super cute		0.00142704245451 	0.000333667000334
damaged		0.000356760613628 	0.002002002002
collection		0.0024973242954 	0.000333667000334
disgusted		0.000356760613628 	0.000667334000667
catalog		0.000356760613628 	0.000667334000667
stars		0.00107028184088 	0.000667334000667
designed		0.000356760613628 	0.000667334000667
coming		0.000356760613628 	0.000667334000667
fits		0.000356760613628 	0.000333667000334
such		0.000713521227257 	0.000333667000334
truly		0.00107028184088 	0.000333667000334
shockingly		0.000356760613628 	0.000667334000667
size chart		0.000713521227257 	0.000667334000667
times		0.000356760613628 	0.000333667000334
purchase		0.00107028184088 	0.002002002002
short		0.000356760613628 	0.000667334000667
natural		0.000713521227257 	0.000333667000334
awkward		0.000356760613628 	0.000667334000667
four		0.000713521227257 	0.000333667000334
material very		0.00142704245451 	0.000333667000334
light		0.00214056368177 	0.000333667000334
optimised		0.000356760613628 	0.000667334000667
feels		0.000356760613628 	0.000667334000667
not worth		0.000356760613628 	0.000667334000667
ever read		0.000356760613628 	0.001001001001
coelho		0.000713521227257 	0.000333667000334
linen		0.000713521227257 	0.000333667000334
classy		0.000713521227257 	0.000333667000334
necklace		0.000356760613628 	0.000667334000667
putting		0.000713521227257 	0.000333667000334
lined		0.000713521227257 	0.000333667000334
order		0.000356760613628 	0.000667334000667
refund		0.000356760613628 	0.000667334000667
cute		0.000713521227257 	0.000667334000667
help		0.000356760613628 	0.000667334000667
repair		0.000356760613628 	0.001001001001
worth price		0.00107028184088 	0.000333667000334
shoes price		0.00107028184088 	0.000333667000334
satisfied		0.00214056368177 	0.000333667000334
poor stitching		0.000356760613628 	0.001001001001
isnt		0.000356760613628 	0.000333667000334
paper		0.000713521227257 	0.000333667000334
tablets		0.000713521227257 	0.000333667000334
looks		0.00107028184088 	0.00233566900234
keyboard		0.000356760613628 	0.001001001001
mentioned		0.000356760613628 	0.001001001001
hell		0.000356760613628 	0.000667334000667
still		0.000356760613628 	0.000667334000667
sheldon rocks		0.00107028184088 	0.000333667000334
before		0.000713521227257 	0.000667334000667
perfect		0.00321084552265 	0.000667334000667
messed		0.000356760613628 	0.000667334000667
style		0.00178380306814 	0.001001001001
fittings		0.00107028184088 	0.000333667000334
thank		0.00107028184088 	0.000333667000334
fit		0.0024973242954 	0.00133466800133
dress comfortable		0.00107028184088 	0.000333667000334
interesting		0.000713521227257 	0.000333667000334
expectations		0.000713521227257 	0.000333667000334
happy product		0.00107028184088 	0.000333667000334
actually		0.000356760613628 	0.000333667000334
better		0.000356760613628 	0.000667334000667
techie		0.000713521227257 	0.000333667000334
spellbound		0.00107028184088 	0.000333667000334
minute		0.000713521227257 	0.000333667000334
nifty		0.000356760613628 	0.000667334000667
thanks amazon		0.00178380306814 	0.000333667000334
standard size		0.000356760613628 	0.001001001001
might		0.000356760613628 	0.000667334000667
non		0.000356760613628 	0.000667334000667
good		0.00677845165894 	0.002002002002
return		0.000356760613628 	0.000667334000667
combination		0.000356760613628 	0.000333667000334
matches		0.000713521227257 	0.000333667000334
true size		0.00107028184088 	0.000333667000334
killer		0.000356760613628 	0.000667334000667
too good		0.000713521227257 	0.000333667000334
bad product		0.000356760613628 	0.001001001001
legendary		0.000713521227257 	0.000333667000334
hands		0.000356760613628 	0.000667334000667
front		0.000713521227257 	0.000333667000334
handy		0.000713521227257 	0.000333667000334
bank		0.000713521227257 	0.000333667000334
mystery		0.000713521227257 	0.000333667000334
easily		0.00107028184088 	0.000333667000334
personally		0.00107028184088 	0.000333667000334
name		0.000356760613628 	0.000667334000667
pregnant		0.000356760613628 	0.000667334000667
always		0.000713521227257 	0.000333667000334
reasonably		0.000713521227257 	0.000333667000334
drop		0.000356760613628 	0.000333667000334
paper quality		0.000356760613628 	0.001001001001
rocks		0.000356760613628 	0.000333667000334
unpredictable		0.000713521227257 	0.000333667000334
slide		0.000713521227257 	0.000333667000334
awesome fits		0.00107028184088 	0.000333667000334
reasonable		0.00107028184088 	0.000333667000334
each		0.000713521227257 	0.000333667000334
higher		0.000356760613628 	0.000667334000667
reminds		0.000356760613628 	0.000667334000667
flair		0.000713521227257 	0.000333667000334
em		0.000713521227257 	0.000333667000334
recommend		0.00178380306814 	0.000667334000667
harm		0.000356760613628 	0.000667334000667
everyone		0.000713521227257 	0.000333667000334
weight		0.000356760613628 	0.000333667000334
color combination		0.000713521227257 	0.000333667000334
series		0.000713521227257 	0.000667334000667
hard		0.000713521227257 	0.000333667000334
used		0.000713521227257 	0.000333667000334
engaging		0.000356760613628 	0.000667334000667
pirated		0.000356760613628 	0.001001001001
books		0.000356760613628 	0.000333667000334
expect		0.000713521227257 	0.000333667000334
runs true		0.00107028184088 	0.000333667000334
okay		0.000356760613628 	0.00133466800133
thing		0.000356760613628 	0.000333667000334
lesson		0.000356760613628 	0.000667334000667
special		0.000356760613628 	0.000667334000667
really		0.00285408490903 	0.00166833500167
try		0.000713521227257 	0.000333667000334
shown		0.000713521227257 	0.000667334000667
gamers		0.000356760613628 	0.000667334000667
rs		0.000713521227257 	0.000333667000334
retuning		0.000356760613628 	0.000667334000667
useless		0.000356760613628 	0.000667334000667
washed		0.000356760613628 	0.000667334000667
factory		0.000356760613628 	0.000667334000667
worth money		0.00107028184088 	0.000333667000334
looking		0.00107028184088 	0.000667334000667
engrossing		0.000713521227257 	0.000333667000334
print		0.000356760613628 	0.001001001001
got		0.00107028184088 	0.00166833500167
receiving		0.000356760613628 	0.000667334000667
issue		0.000713521227257 	0.001001001001
correct		0.000713521227257 	0.000333667000334
red		0.000713521227257 	0.000333667000334
mesmerised		0.000713521227257 	0.000333667000334
pathetic		0.000356760613628 	0.00133466800133
written		0.000713521227257 	0.000667334000667
good nice		0.000356760613628 	0.000333667000334
little		0.00142704245451 	0.001001001001
free		0.000356760613628 	0.000667334000667
like		0.00356760613628 	0.00233566900234
geared		0.000356760613628 	0.000667334000667
small		0.000713521227257 	0.000333667000334
completely		0.000713521227257 	0.000667334000667
masterpiece		0.00142704245451 	0.000667334000667
surely		0.000713521227257 	0.000333667000334
put		0.000713521227257 	0.000333667000334
fit nice		0.00107028184088 	0.000333667000334
fragnance		0.000356760613628 	0.001001001001
wanted		0.000713521227257 	0.000333667000334
shot		0.000356760613628 	0.000667334000667
additional		0.000713521227257 	0.000667334000667
language		0.000713521227257 	0.000333667000334
backside		0.000356760613628 	0.000667334000667
made cute		0.00107028184088 	0.000333667000334
inexpensive		0.000713521227257 	0.000333667000334
days		0.000356760613628 	0.000667334000667
honest		0.000713521227257 	0.000333667000334
lousy		0.000356760613628 	0.000667334000667
shipped		0.000356760613628 	0.000667334000667
heck		0.000713521227257 	0.000333667000334
must read		0.00107028184088 	0.000333667000334
hopeless		0.000356760613628 	0.001001001001
swing		0.000713521227257 	0.000333667000334
won		0.000713521227257 	0.000333667000334
delivery very		0.00142704245451 	0.000333667000334
good quality		0.00142704245451 	0.001001001001
user		0.000713521227257 	0.000333667000334
guzzling		0.000356760613628 	0.000667334000667
major		0.000356760613628 	0.000667334000667
bling		0.00107028184088 	0.000333667000334
dont		0.000713521227257 	0.001001001001
grade		0.000356760613628 	0.000667334000667
third		0.000356760613628 	0.000667334000667
powerful		0.000713521227257 	0.000333667000334
owned		0.000356760613628 	0.000667334000667
excately		0.000713521227257 	0.000333667000334
feet		0.000713521227257 	0.000667334000667
date		0.00107028184088 	0.000333667000334
philosophical		0.000356760613628 	0.000667334000667
improvements		0.000356760613628 	0.000667334000667
done		0.000713521227257 	0.000333667000334
long		0.000356760613628 	0.00166833500167
another		0.000713521227257 	0.000333667000334
carry		0.000713521227257 	0.000667334000667
xs		0.000713521227257 	0.000333667000334
terrible customer		0.000356760613628 	0.001001001001
clarity		0.000356760613628 	0.000667334000667
quality		0.0024973242954 	0.00266933600267
size		0.000356760613628 	0.000667334000667
given		0.000356760613628 	0.001001001001
checked		0.000356760613628 	0.000667334000667
service		0.00107028184088 	0.00166833500167
very pretty		0.00107028184088 	0.000333667000334
wyswyg		0.000713521227257 	0.000333667000334
top		0.00142704245451 	0.00133466800133
waist		0.000356760613628 	0.000333667000334
girls		0.000356760613628 	0.000667334000667
comfy		0.000713521227257 	0.000333667000334
fiction		0.000356760613628 	0.000667334000667
anyone		0.000713521227257 	0.000333667000334
needed		0.000713521227257 	0.000333667000334
flimsy		0.000356760613628 	0.00133466800133
wonderful		0.00142704245451 	0.000333667000334
too		0.000713521227257 	0.002002002002
time		0.00214056368177 	0.000667334000667
shoppers		0.000713521227257 	0.000333667000334
restrictive		0.000356760613628 	0.000667334000667
legs		0.000356760613628 	0.001001001001
friend		0.000713521227257 	0.000333667000334
prettier		0.000713521227257 	0.000333667000334
cheap quality		0.000356760613628 	0.00133466800133
murder		0.000713521227257 	0.000333667000334
scintillating		0.000713521227257 	0.000333667000334
courier		0.000356760613628 	0.000667334000667
great tablet		0.00107028184088 	0.000333667000334
exactly		0.000713521227257 	0.000333667000334
table terrible		0.000356760613628 	0.001001001001
took		0.000713521227257 	0.000333667000334
dupatta		0.000356760613628 	0.000333667000334
slider		0.000356760613628 	0.001001001001
slowoutdated		0.000356760613628 	0.000667334000667
duplicate product		0.000356760613628 	0.00133466800133
off		0.000356760613628 	0.000667334000667
copy		0.000713521227257 	0.000667334000667
appreciated		0.000713521227257 	0.000333667000334
good worth		0.00142704245451 	0.000333667000334
neck		0.000356760613628 	0.001001001001
ipad		0.000356760613628 	0.000667334000667
loved		0.00428112736354 	0.000333667000334
colleagues		0.000713521227257 	0.000333667000334
perfectly		0.00107028184088 	0.000333667000334
threads		0.000356760613628 	0.000667334000667
effective		0.000713521227257 	0.000333667000334
boring		0.000356760613628 	0.00133466800133
second		0.000713521227257 	0.000667334000667
good material		0.000713521227257 	0.000667334000667
matter		0.000356760613628 	0.000667334000667
small standard		0.000356760613628 	0.001001001001
cost		0.000356760613628 	0.000333667000334
cuff		0.000356760613628 	0.000667334000667
painful		0.000356760613628 	0.000667334000667
loves		0.000713521227257 	0.000333667000334
maybe		0.000356760613628 	0.00133466800133
wastage		0.000356760613628 	0.000333667000334
feeling		0.000356760613628 	0.000667334000667
outstanding		0.00107028184088 	0.000333667000334
wasnt		0.000713521227257 	0.000333667000334
grayish		0.000356760613628 	0.000667334000667
comfortable		0.00178380306814 	0.000667334000667
lifetransforming		0.000713521227257 	0.000333667000334
selling		0.000356760613628 	0.000667334000667
suspense		0.000713521227257 	0.000333667000334
nice fitting		0.000713521227257 	0.000667334000667
need		0.000713521227257 	0.000667334000667
seen		0.000356760613628 	0.001001001001
cumbersome		0.000356760613628 	0.000667334000667
border		0.000356760613628 	0.000333667000334
worst		0.000713521227257 	0.003003003003
neckside		0.000713521227257 	0.000333667000334
user friendly		0.00107028184088 	0.000333667000334
genuine		0.000713521227257 	0.000333667000334
built		0.000356760613628 	0.000667334000667
convenient		0.000713521227257 	0.000333667000334
fast delivery		0.00107028184088 	0.000333667000334
works great		0.00142704245451 	0.000333667000334
fitting		0.000356760613628 	0.002002002002
without		0.000713521227257 	0.000333667000334
build		0.000356760613628 	0.000667334000667
online		0.000713521227257 	0.00133466800133
aggravating		0.000356760613628 	0.000667334000667
performance		0.00107028184088 	0.000667334000667
faulty product		0.000356760613628 	0.001001001001
poor quality		0.000356760613628 	0.001001001001
clunky		0.000356760613628 	0.000667334000667
memory		0.000713521227257 	0.000667334000667
play		0.000356760613628 	0.000667334000667
motivational		0.000713521227257 	0.000333667000334
multiple		0.000713521227257 	0.000333667000334
normal		0.000356760613628 	0.000667334000667
not buy		0.000356760613628 	0.002002002002
price		0.00356760613628 	0.00266933600267
keeps		0.000713521227257 	0.000333667000334
chart		0.000356760613628 	0.000333667000334
falls		0.000713521227257 	0.000333667000334
regular		0.000713521227257 	0.000333667000334
plus		0.000713521227257 	0.000333667000334
device		0.000713521227257 	0.000667334000667
good price		0.00107028184088 	0.000333667000334
extremely		0.000713521227257 	0.002002002002
class		0.000356760613628 	0.00133466800133
funnier		0.000713521227257 	0.000333667000334
beginners		0.000356760613628 	0.001001001001
misadvertised		0.000356760613628 	0.000667334000667
jus		0.000713521227257 	0.000333667000334
mobile		0.000713521227257 	0.000333667000334
average		0.00142704245451 	0.00133466800133
not same		0.000713521227257 	0.000667334000667
request		0.000356760613628 	0.000667334000667
face		0.000713521227257 	0.000333667000334
unreasonably		0.000356760613628 	0.000667334000667
definitely		0.000356760613628 	0.000667334000667
achingly		0.000713521227257 	0.000333667000334
mentioned size		0.000713521227257 	0.000667334000667
professional		0.000713521227257 	0.000333667000334
entertaining		0.000713521227257 	0.000333667000334
notch		0.000713521227257 	0.000333667000334
wow		0.000713521227257 	0.000667334000667
came		0.000356760613628 	0.001001001001
fit price		0.000713521227257 	0.000667334000667
particularly		0.000356760613628 	0.000667334000667
overpriced		0.000356760613628 	0.000667334000667
gold		0.000713521227257 	0.000333667000334
summer		0.000713521227257 	0.000333667000334
please		0.000356760613628 	0.000667334000667
system		0.000356760613628 	0.001001001001
cheap		0.000356760613628 	0.002002002002
colors		0.000713521227257 	0.000333667000334
shoe		0.000713521227257 	0.000333667000334
corner		0.000356760613628 	0.001001001001
tend		0.000356760613628 	0.000667334000667
fine		0.00178380306814 	0.001001001001
enjoyed		0.000713521227257 	0.000333667000334
shoes		0.00285408490903 	0.000667334000667
fibre		0.000356760613628 	0.000667334000667
slow		0.000356760613628 	0.002002002002
love color		0.000713521227257 	0.000333667000334
thriller		0.000713521227257 	0.000333667000334
treasure		0.000713521227257 	0.000333667000334
behind		0.000356760613628 	0.000667334000667
texture		0.000713521227257 	0.000667334000667
should		0.000713521227257 	0.000333667000334
version		0.000713521227257 	0.000333667000334
black		0.000713521227257 	0.000333667000334
matronly		0.000356760613628 	0.000667334000667
pretty		0.0024973242954 	0.00133466800133
photo		0.000356760613628 	0.000333667000334
stain		0.000356760613628 	0.000667334000667
expected quality		0.000356760613628 	0.001001001001
too high		0.000356760613628 	0.001001001001
inferior		0.000356760613628 	0.000667334000667
photographs		0.000356760613628 	0.000667334000667
very poor		0.000356760613628 	0.00133466800133
handle		0.000713521227257 	0.000333667000334
goes		0.000713521227257 	0.000333667000334
packaging		0.000713521227257 	0.002002002002
wide		0.000356760613628 	0.000667334000667
freezing		0.000356760613628 	0.000667334000667
expectation		0.000356760613628 	0.001001001001
quality material		0.000356760613628 	0.000667334000667
soon		0.000713521227257 	0.000333667000334
pocket		0.000713521227257 	0.000333667000334
amazon		0.000713521227257 	0.000333667000334
ones		0.00107028184088 	0.000333667000334
sliverygray		0.000356760613628 	0.000667334000667
perfection		0.000713521227257 	0.000333667000334
size too		0.000356760613628 	0.000667334000667
buyer		0.000356760613628 	0.000667334000667
nasty		0.000356760613628 	0.000667334000667
luks		0.000713521227257 	0.000333667000334
smash		0.000356760613628 	0.000667334000667
runs		0.000356760613628 	0.000667334000667
spots		0.000356760613628 	0.000333667000334
stitching		0.000356760613628 	0.000333667000334
twice		0.000356760613628 	0.000667334000667
page turner		0.00107028184088 	0.000333667000334
boarder		0.000356760613628 	0.000333667000334
very quick		0.00107028184088 	0.000333667000334
turner		0.000356760613628 	0.000333667000334
bag		0.00142704245451 	0.001001001001
bad		0.000356760613628 	0.00233566900234
stuff		0.000356760613628 	0.000667334000667
though		0.000713521227257 	0.001001001001
hype		0.000356760613628 	0.000667334000667
complimenting		0.000713521227257 	0.000333667000334
finishing		0.000356760613628 	0.000667334000667
steal		0.000713521227257 	0.000333667000334
good book		0.000713521227257 	0.000667334000667
thanks		0.000356760613628 	0.000333667000334
available		0.00107028184088 	0.000667334000667
set		0.00107028184088 	0.000667334000667
art		0.000713521227257 	0.000333667000334
disaster		0.000356760613628 	0.000667334000667
fascinating		0.000713521227257 	0.000333667000334
very cheap		0.000356760613628 	0.001001001001
smooth		0.000356760613628 	0.000333667000334
edition		0.000713521227257 	0.000333667000334
cant wear		0.000356760613628 	0.001001001001
dumb		0.000356760613628 	0.000667334000667
racket		0.000356760613628 	0.001001001001
easy fit		0.00107028184088 	0.000667334000667
ur		0.000356760613628 	0.000333667000334
unusably		0.000356760613628 	0.000667334000667
best		0.00321084552265 	0.000667334000667
small size		0.000713521227257 	0.000667334000667
quality below		0.000356760613628 	0.001001001001
pattern		0.000356760613628 	0.000333667000334
away		0.000356760613628 	0.000667334000667
definite		0.000713521227257 	0.000333667000334
artificial		0.000356760613628 	0.000667334000667
superb		0.00178380306814 	0.000333667000334
junkies		0.000356760613628 	0.000667334000667
enough		0.00107028184088 	0.000667334000667
future		0.000713521227257 	0.000333667000334
faile		0.000356760613628 	0.000667334000667
embroidery		0.000713521227257 	0.000333667000334
horrible		0.000356760613628 	0.00166833500167
reading		0.000713521227257 	0.000333667000334
too expensive		0.000713521227257 	0.000667334000667
bought		0.000713521227257 	0.000333667000334
affordable		0.00107028184088 	0.000333667000334
again golden		0.000356760613628 	0.000333667000334
never		0.000356760613628 	0.00133466800133
wears		0.00107028184088 	0.000333667000334
missing		0.000713521227257 	0.000667334000667
blaster		0.000356760613628 	0.000667334000667
customer service		0.000356760613628 	0.00133466800133
screen		0.000356760613628 	0.000667334000667
were		0.000356760613628 	0.00166833500167
job		0.00107028184088 	0.000333667000334
nice looking		0.000713521227257 	0.000333667000334
wear		0.00142704245451 	0.000333667000334
interface		0.000356760613628 	0.000667334000667
enthralling		0.000713521227257 	0.000333667000334
printing		0.000356760613628 	0.001001001001
nice fabric		0.00142704245451 	0.000333667000334
product great		0.00107028184088 	0.000333667000334
both		0.00107028184088 	0.000333667000334
piece		0.000356760613628 	0.000667334000667
last		0.000356760613628 	0.000667334000667
