WORD 	P+ 	P-
outdated		0.000442477876106 	0.00166666666667
must		0.00221238938053 	0.000416666666667
customer		0.000442477876106 	0.00166666666667
fooling		0.000442477876106 	0.000833333333333
word		0.000884955752212 	0.000416666666667
language		0.000884955752212 	0.000416666666667
science		0.000442477876106 	0.000833333333333
getting		0.000442477876106 	0.000833333333333
sucks		0.000442477876106 	0.00166666666667
worn		0.00132743362832 	0.000416666666667
worth		0.00530973451327 	0.00166666666667
horseshit		0.000442477876106 	0.000833333333333
archer		0.000442477876106 	0.000833333333333
thin		0.000442477876106 	0.00166666666667
meet		0.000442477876106 	0.000833333333333
beautiful		0.00353982300885 	0.000833333333333
claim		0.000442477876106 	0.000833333333333
crazy		0.000442477876106 	0.000833333333333
bent		0.000442477876106 	0.000833333333333
figure		0.000442477876106 	0.00125
lock		0.000442477876106 	0.000833333333333
awesome		0.00619469026549 	0.000833333333333
lightweight		0.00132743362832 	0.000416666666667
terrible		0.000442477876106 	0.00208333333333
high		0.000442477876106 	0.00291666666667
slit		0.000442477876106 	0.000833333333333
minimum		0.000442477876106 	0.000833333333333
something		0.000884955752212 	0.000833333333333
purchased		0.000884955752212 	0.00125
dignity		0.000884955752212 	0.000416666666667
every		0.000884955752212 	0.000833333333333
honest		0.000884955752212 	0.000416666666667
dress		0.00530973451327 	0.00125
worse		0.000442477876106 	0.00125
sis		0.000884955752212 	0.000416666666667
huge		0.000442477876106 	0.00208333333333
needs		0.000884955752212 	0.000416666666667
end		0.000442477876106 	0.000833333333333
winter		0.000884955752212 	0.000416666666667
awkward		0.000442477876106 	0.000833333333333
lousy		0.000442477876106 	0.000833333333333
clothing		0.000884955752212 	0.000416666666667
comfort		0.00132743362832 	0.000416666666667
feature		0.000442477876106 	0.000833333333333
everyday		0.000884955752212 	0.000416666666667
write		0.000442477876106 	0.00125
till		0.000884955752212 	0.000416666666667
amazing		0.00353982300885 	0.000833333333333
nyc		0.000884955752212 	0.000416666666667
faulty		0.000442477876106 	0.00208333333333
hopeless		0.000442477876106 	0.00125
upto		0.000442477876106 	0.00208333333333
badly		0.000442477876106 	0.000833333333333
product		0.0163716814159 	0.0170833333333
designer		0.00132743362832 	0.000416666666667
frilly		0.000884955752212 	0.000416666666667
description		0.000442477876106 	0.00125
transforming		0.000884955752212 	0.000416666666667
freezing		0.000442477876106 	0.000833333333333
damaged		0.000442477876106 	0.0025
collection		0.00309734513274 	0.000416666666667
stripes		0.000442477876106 	0.00125
catalog		0.000442477876106 	0.000833333333333
stars		0.00132743362832 	0.000833333333333
designed		0.000442477876106 	0.000833333333333
coming		0.000442477876106 	0.000833333333333
date		0.00132743362832 	0.000416666666667
such		0.000884955752212 	0.000416666666667
truly		0.00132743362832 	0.000416666666667
shockingly		0.000442477876106 	0.000833333333333
purchase		0.00132743362832 	0.0025
short		0.000442477876106 	0.000833333333333
natural		0.000884955752212 	0.000416666666667
defective		0.000442477876106 	0.00166666666667
effective		0.000884955752212 	0.000416666666667
maybe		0.000442477876106 	0.00166666666667
optimised		0.000442477876106 	0.000833333333333
life		0.000884955752212 	0.00125
amazon		0.00309734513274 	0.000833333333333
coelho		0.000884955752212 	0.000416666666667
linen		0.000884955752212 	0.000416666666667
keeps		0.000884955752212 	0.000416666666667
necklace		0.000442477876106 	0.000833333333333
worst		0.000884955752212 	0.00375
lined		0.000884955752212 	0.000416666666667
playing		0.000442477876106 	0.000833333333333
refund		0.000442477876106 	0.000833333333333
cute		0.00442477876106 	0.000833333333333
shoes		0.00442477876106 	0.000833333333333
repair		0.000442477876106 	0.00125
particularly		0.000442477876106 	0.000833333333333
soon		0.000884955752212 	0.000416666666667
paper		0.000884955752212 	0.00125
through		0.000442477876106 	0.00125
looks		0.00176991150442 	0.00458333333333
keyboard		0.000442477876106 	0.00125
mentioned		0.000884955752212 	0.00208333333333
hell		0.000442477876106 	0.000833333333333
still		0.000442477876106 	0.000833333333333
before		0.000884955752212 	0.000833333333333
perfect		0.0070796460177 	0.000833333333333
messed		0.000442477876106 	0.000833333333333
style		0.00309734513274 	0.00125
thrilling		0.00132743362832 	0.000416666666667
thank		0.00132743362832 	0.000416666666667
fit		0.00840707964602 	0.00458333333333
interesting		0.00176991150442 	0.000416666666667
expectations		0.000884955752212 	0.000416666666667
actually		0.000442477876106 	0.000833333333333
better		0.000442477876106 	0.000833333333333
techie		0.000884955752212 	0.000416666666667
spellbound		0.00132743362832 	0.000416666666667
minute		0.000884955752212 	0.000416666666667
nifty		0.000442477876106 	0.000833333333333
might		0.000442477876106 	0.000833333333333
setting		0.000442477876106 	0.000833333333333
non		0.000442477876106 	0.000833333333333
good		0.0238938053097 	0.015
return		0.000442477876106 	0.00166666666667
combination		0.00132743362832 	0.000416666666667
smash		0.000442477876106 	0.000833333333333
matches		0.000884955752212 	0.000416666666667
material		0.00398230088496 	0.00875
legendary		0.000884955752212 	0.000416666666667
hands		0.000442477876106 	0.000833333333333
not		0.00398230088496 	0.0383333333333
handy		0.000884955752212 	0.000416666666667
nor		0.000442477876106 	0.000833333333333
mystery		0.000884955752212 	0.000416666666667
easily		0.00132743362832 	0.000416666666667
name		0.000442477876106 	0.000833333333333
pregnant		0.000442477876106 	0.000833333333333
always		0.00132743362832 	0.000416666666667
reasonably		0.000884955752212 	0.000416666666667
drop		0.00132743362832 	0.000416666666667
moderate		0.000884955752212 	0.000416666666667
rocks		0.00132743362832 	0.000416666666667
unpredictable		0.000884955752212 	0.000416666666667
slide		0.000884955752212 	0.000416666666667
reasonable		0.00221238938053 	0.000416666666667
each		0.000884955752212 	0.000416666666667
colleagues		0.000884955752212 	0.000416666666667
difficult		0.000442477876106 	0.00166666666667
reminds		0.000442477876106 	0.000833333333333
flipkart		0.000884955752212 	0.00333333333333
em		0.000884955752212 	0.000416666666667
harm		0.000442477876106 	0.000833333333333
everyone		0.000884955752212 	0.000416666666667
weight		0.000884955752212 	0.000833333333333
series		0.000884955752212 	0.000833333333333
hard		0.000884955752212 	0.000416666666667
used		0.000884955752212 	0.000416666666667
engaging		0.000442477876106 	0.000833333333333
pirated		0.000442477876106 	0.00125
books		0.000884955752212 	0.000833333333333
expect		0.000884955752212 	0.000416666666667
okay		0.000884955752212 	0.00166666666667
special		0.000442477876106 	0.000833333333333
really		0.00353982300885 	0.00208333333333
large		0.000442477876106 	0.00208333333333
shown		0.000884955752212 	0.000833333333333
gamers		0.000442477876106 	0.000833333333333
enjoyable		0.000884955752212 	0.000416666666667
rs		0.000884955752212 	0.000416666666667
retuning		0.000442477876106 	0.000833333333333
washed		0.000442477876106 	0.000833333333333
factory		0.000442477876106 	0.000833333333333
rd		0.000442477876106 	0.000833333333333
re		0.00132743362832 	0.000416666666667
adjust		0.000884955752212 	0.000416666666667
maserpiece		0.000884955752212 	0.000416666666667
print		0.000884955752212 	0.00125
got		0.00132743362832 	0.0025
washes		0.000884955752212 	0.000416666666667
issue		0.000884955752212 	0.00125
correct		0.000884955752212 	0.000416666666667
red		0.000884955752212 	0.000416666666667
mesmerised		0.000884955752212 	0.000416666666667
pathetic		0.000442477876106 	0.00166666666667
given		0.000884955752212 	0.00125
free		0.000442477876106 	0.000833333333333
standard		0.000442477876106 	0.00208333333333
geared		0.000442477876106 	0.000833333333333
quick		0.00176991150442 	0.000833333333333
completely		0.000884955752212 	0.00166666666667
masterpiece		0.00132743362832 	0.000833333333333
unsightly		0.000884955752212 	0.000416666666667
complimenting		0.000884955752212 	0.000416666666667
put		0.000884955752212 	0.000416666666667
fragnance		0.000442477876106 	0.00125
wanted		0.000884955752212 	0.000416666666667
software		0.000442477876106 	0.000833333333333
couldn		0.000442477876106 	0.000833333333333
thread		0.000884955752212 	0.000416666666667
backside		0.000442477876106 	0.000833333333333
inexpensive		0.000884955752212 	0.000416666666667
days		0.000442477876106 	0.000833333333333
times		0.000884955752212 	0.000416666666667
thing		0.000884955752212 	0.000416666666667
shipped		0.000442477876106 	0.000833333333333
heck		0.000884955752212 	0.000416666666667
isn		0.000442477876106 	0.000833333333333
swing		0.000884955752212 	0.000416666666667
broken		0.000442477876106 	0.00125
purpose		0.000884955752212 	0.000416666666667
enjoy		0.000884955752212 	0.000416666666667
major		0.000442477876106 	0.000833333333333
bling		0.00132743362832 	0.000416666666667
achingly		0.000884955752212 	0.000416666666667
grade		0.000442477876106 	0.000833333333333
third		0.000442477876106 	0.000833333333333
powerful		0.000884955752212 	0.000416666666667
owned		0.000442477876106 	0.000833333333333
excately		0.000884955752212 	0.000416666666667
feet		0.000884955752212 	0.000833333333333
fits		0.00486725663717 	0.000416666666667
philosophical		0.000442477876106 	0.000833333333333
improvements		0.000442477876106 	0.000833333333333
done		0.000884955752212 	0.000416666666667
spots		0.000442477876106 	0.000833333333333
another		0.000884955752212 	0.000416666666667
wasn		0.000884955752212 	0.000416666666667
carry		0.000884955752212 	0.000833333333333
xs		0.000884955752212 	0.000416666666667
clarity		0.000442477876106 	0.000833333333333
quality		0.00884955752212 	0.0170833333333
size		0.00309734513274 	0.00875
story		0.00265486725664 	0.00166666666667
sandals		0.00221238938053 	0.000833333333333
checked		0.000442477876106 	0.000833333333333
service		0.00132743362832 	0.00333333333333
totally		0.00221238938053 	0.000833333333333
top		0.00176991150442 	0.00166666666667
neck		0.000884955752212 	0.00125
girls		0.000442477876106 	0.000833333333333
comfy		0.000884955752212 	0.000416666666667
fiction		0.000442477876106 	0.000833333333333
anyone		0.000884955752212 	0.000416666666667
needed		0.000884955752212 	0.000416666666667
flimsy		0.000442477876106 	0.00166666666667
wonderful		0.00176991150442 	0.000416666666667
too		0.00221238938053 	0.0120833333333
time		0.00309734513274 	0.0025
shoppers		0.000884955752212 	0.000416666666667
white		0.000442477876106 	0.00125
legs		0.000442477876106 	0.00125
store		0.000442477876106 	0.000833333333333
low		0.00221238938053 	0.00208333333333
murder		0.000884955752212 	0.000416666666667
scintillating		0.000884955752212 	0.000416666666667
courier		0.000442477876106 	0.000833333333333
exactly		0.000884955752212 	0.000416666666667
took		0.000884955752212 	0.000416666666667
dupatta		0.000442477876106 	0.000833333333333
slider		0.000442477876106 	0.00125
push		0.000442477876106 	0.000833333333333
discounted		0.000442477876106 	0.000833333333333
copy		0.000884955752212 	0.000833333333333
appreciated		0.000884955752212 	0.000416666666667
waist		0.000442477876106 	0.00125
ipad		0.000442477876106 	0.000833333333333
wide		0.000442477876106 	0.000833333333333
kind		0.000442477876106 	0.000833333333333
perfectly		0.00132743362832 	0.000416666666667
threads		0.000442477876106 	0.000833333333333
unfortunately		0.000442477876106 	0.000833333333333
bag		0.00176991150442 	0.00125
boring		0.000442477876106 	0.00166666666667
device		0.000884955752212 	0.000833333333333
rate		0.000884955752212 	0.000833333333333
matter		0.000442477876106 	0.000833333333333
fabulous		0.00176991150442 	0.000416666666667
cuff		0.000442477876106 	0.000833333333333
painful		0.000442477876106 	0.000833333333333
loves		0.000884955752212 	0.000416666666667
light		0.00309734513274 	0.000833333333333
wastage		0.000442477876106 	0.00125
feeling		0.000442477876106 	0.000833333333333
brilliant		0.00132743362832 	0.000416666666667
outstanding		0.00132743362832 	0.000416666666667
grayish		0.000442477876106 	0.000833333333333
upset		0.000442477876106 	0.000833333333333
comfortable		0.0070796460177 	0.000833333333333
selling		0.000442477876106 	0.00125
suspense		0.000884955752212 	0.000416666666667
need		0.000884955752212 	0.000833333333333
seen		0.000442477876106 	0.00125
cumbersome		0.000442477876106 	0.000833333333333
border		0.000884955752212 	0.000416666666667
neckside		0.000884955752212 	0.000416666666667
genuine		0.00132743362832 	0.000833333333333
built		0.000442477876106 	0.000833333333333
thoroughly		0.000884955752212 	0.000416666666667
self		0.000442477876106 	0.000833333333333
recommended		0.000884955752212 	0.00125
materials		0.000442477876106 	0.000833333333333
useless		0.000442477876106 	0.000833333333333
online		0.000884955752212 	0.00166666666667
aggravating		0.000442477876106 	0.000833333333333
performance		0.00132743362832 	0.000833333333333
clunky		0.000442477876106 	0.000833333333333
defintely		0.000442477876106 	0.000833333333333
play		0.000442477876106 	0.000833333333333
printer		0.000442477876106 	0.00125
multiple		0.000884955752212 	0.000416666666667
though		0.000884955752212 	0.00166666666667
price		0.0115044247788 	0.00583333333333
classy		0.000884955752212 	0.000416666666667
chart		0.000884955752212 	0.00125
falls		0.000884955752212 	0.000416666666667
regular		0.000884955752212 	0.000416666666667
skinner		0.000442477876106 	0.000833333333333
nothing		0.000442477876106 	0.00166666666667
future		0.000884955752212 	0.000416666666667
extremely		0.000884955752212 	0.0025
class		0.000442477876106 	0.00166666666667
funnier		0.000884955752212 	0.000416666666667
beginners		0.000442477876106 	0.00125
don		0.000884955752212 	0.00458333333333
misadvertised		0.000442477876106 	0.000833333333333
sturdy		0.00132743362832 	0.000416666666667
mobile		0.000884955752212 	0.000416666666667
average		0.00176991150442 	0.0025
request		0.000442477876106 	0.000833333333333
order		0.000442477876106 	0.000833333333333
unreasonably		0.000442477876106 	0.000833333333333
gorgeatte		0.000442477876106 	0.000833333333333
professional		0.000884955752212 	0.000416666666667
entertaining		0.000884955752212 	0.000416666666667
notch		0.000884955752212 	0.000416666666667
away		0.000442477876106 	0.000833333333333
came		0.000442477876106 	0.00125
printheads		0.000442477876106 	0.000833333333333
overpriced		0.000442477876106 	0.000833333333333
gold		0.000884955752212 	0.000416666666667
summer		0.000884955752212 	0.000416666666667
please		0.000442477876106 	0.00166666666667
system		0.000442477876106 	0.00125
cheap		0.000884955752212 	0.005
colors		0.000884955752212 	0.000416666666667
shoe		0.000884955752212 	0.000416666666667
utter		0.000442477876106 	0.000833333333333
tend		0.000442477876106 	0.000833333333333
fine		0.00221238938053 	0.00125
find		0.000884955752212 	0.000833333333333
help		0.000442477876106 	0.00125
fibre		0.000442477876106 	0.000833333333333
slow		0.000442477876106 	0.00291666666667
thriller		0.000884955752212 	0.000416666666667
treasure		0.000884955752212 	0.000416666666667
written		0.000884955752212 	0.000833333333333
unhappy		0.000442477876106 	0.00125
should		0.000884955752212 	0.000416666666667
won		0.00176991150442 	0.000416666666667
black		0.000884955752212 	0.000416666666667
buying		0.00221238938053 	0.00125
rich		0.000884955752212 	0.000416666666667
money		0.00309734513274 	0.00416666666667
stain		0.000442477876106 	0.000833333333333
inferior		0.000442477876106 	0.000833333333333
wearing		0.000884955752212 	0.000416666666667
handle		0.000884955752212 	0.000416666666667
above		0.000884955752212 	0.000416666666667
loved		0.0070796460177 	0.000416666666667
overall		0.00132743362832 	0.000833333333333
expectation		0.000442477876106 	0.00125
satisfied		0.00309734513274 	0.00208333333333
pocket		0.000884955752212 	0.000416666666667
feels		0.000442477876106 	0.000833333333333
made		0.00221238938053 	0.00166666666667
perfection		0.000884955752212 	0.000416666666667
buyer		0.000442477876106 	0.000833333333333
nasty		0.000442477876106 	0.000833333333333
luks		0.000884955752212 	0.000416666666667
gray		0.000442477876106 	0.000833333333333
runs		0.00132743362832 	0.000833333333333
stitching		0.000884955752212 	0.00125
lame		0.000442477876106 	0.000833333333333
boarder		0.000884955752212 	0.000416666666667
twice		0.000442477876106 	0.000833333333333
bad		0.00221238938053 	0.00833333333333
stuff		0.000884955752212 	0.000833333333333
hype		0.000442477876106 	0.000833333333333
tablets		0.000884955752212 	0.000416666666667
finishing		0.000442477876106 	0.000833333333333
steal		0.000884955752212 	0.000416666666667
thumbs		0.000442477876106 	0.000833333333333
affordable		0.00132743362832 	0.000416666666667
set		0.00132743362832 	0.000833333333333
art		0.000884955752212 	0.000416666666667
disaster		0.000442477876106 	0.000833333333333
fascinating		0.000884955752212 	0.000416666666667
attached		0.000884955752212 	0.000416666666667
enjoyed		0.000884955752212 	0.000416666666667
edition		0.000884955752212 	0.000416666666667
dumb		0.000442477876106 	0.000833333333333
racket		0.000442477876106 	0.00125
smashes		0.000442477876106 	0.000833333333333
unusably		0.000442477876106 	0.000833333333333
best		0.00398230088496 	0.000833333333333
pattern		0.000884955752212 	0.000416666666667
wow		0.00132743362832 	0.000833333333333
definite		0.000884955752212 	0.000416666666667
artificial		0.000442477876106 	0.000833333333333
superb		0.00221238938053 	0.000416666666667
junkies		0.000442477876106 	0.000833333333333
behind		0.000442477876106 	0.000833333333333
r		0.000884955752212 	0.000416666666667
faile		0.000442477876106 	0.000833333333333
embroidery		0.000884955752212 	0.000416666666667
horrible		0.000442477876106 	0.0025
reading		0.000884955752212 	0.000416666666667
bought		0.00132743362832 	0.000416666666667
available		0.00132743362832 	0.000833333333333
loose		0.000442477876106 	0.00125
wears		0.00132743362832 	0.000416666666667
missing		0.000884955752212 	0.000833333333333
blaster		0.000442477876106 	0.000833333333333
screen		0.000442477876106 	0.000833333333333
were		0.000442477876106 	0.0025
job		0.00132743362832 	0.000416666666667
wear		0.00265486725664 	0.00166666666667
interface		0.000442477876106 	0.000833333333333
fittings		0.00132743362832 	0.000416666666667
received		0.000442477876106 	0.0025
piece		0.000442477876106 	0.00208333333333
last		0.000442477876106 	0.000833333333333
tablet		0.00353982300885 	0.00166666666667
fault		0.000442477876106 	0.000833333333333
heating		0.000442477876106 	0.000833333333333
disappointment		0.000442477876106 	0.000833333333333
let		0.000442477876106 	0.000833333333333
placebo		0.000442477876106 	0.000833333333333
whole		0.000884955752212 	0.000833333333333
comes		0.000442477876106 	0.00125
load		0.000442477876106 	0.000833333333333
gorgeous		0.00176991150442 	0.000416666666667
liked		0.00132743362832 	0.000416666666667
color		0.00309734513274 	0.0025
sweet		0.000884955752212 	0.000416666666667
others		0.000884955752212 	0.000416666666667
period		0.000884955752212 	0.000416666666667
height		0.000442477876106 	0.00125
improper		0.000442477876106 	0.00125
simply		0.00176991150442 	0.000416666666667
likes		0.000884955752212 	0.000416666666667
enthralling		0.000884955752212 	0.000416666666667
table		0.00265486725664 	0.00291666666667
narrowed		0.000442477876106 	0.000833333333333
trust		0.000442477876106 	0.000833333333333
expensive		0.00132743362832 	0.000833333333333
late		0.000442477876106 	0.000833333333333
strong		0.000442477876106 	0.000833333333333
described		0.00132743362832 	0.000416666666667
raise		0.000442477876106 	0.000833333333333
tremendous		0.000884955752212 	0.000416666666667
decent		0.00265486725664 	0.000833333333333
create		0.000884955752212 	0.000416666666667
due		0.000442477876106 	0.000833333333333
been		0.000884955752212 	0.000416666666667
mark		0.000442477876106 	0.0025
quie		0.000884955752212 	0.000416666666667
much		0.00265486725664 	0.000416666666667
dont		0.000442477876106 	0.00208333333333
wobbly		0.000442477876106 	0.00125
basic		0.00132743362832 	0.000833333333333
expected		0.00265486725664 	0.00333333333333
waste		0.000442477876106 	0.005
spoiling		0.000442477876106 	0.000833333333333
wants		0.000442477876106 	0.000833333333333
shoulders		0.000884955752212 	0.00125
both		0.00132743362832 	0.000416666666667
turned		0.000442477876106 	0.000833333333333
body		0.000442477876106 	0.000833333333333
priced		0.000884955752212 	0.000416666666667
sleeves		0.000884955752212 	0.00166666666667
personally		0.00132743362832 	0.000416666666667
worked		0.000884955752212 	0.000416666666667
sad		0.000884955752212 	0.000416666666667
novel		0.00132743362832 	0.000833333333333
straight		0.000442477876106 	0.000833333333333
appearance		0.000442477876106 	0.000833333333333
budget		0.000884955752212 	0.000416666666667
value		0.00176991150442 	0.000416666666667
healthy		0.000884955752212 	0.000416666666667
while		0.000442477876106 	0.000833333333333
neat		0.000884955752212 	0.000416666666667
reliably		0.000442477876106 	0.000833333333333
many		0.000884955752212 	0.000833333333333
newspaper		0.000442477876106 	0.000833333333333
advisable		0.000442477876106 	0.000833333333333
coolest		0.000884955752212 	0.000416666666667
adjusts		0.000884955752212 	0.000416666666667
costly		0.000442477876106 	0.000833333333333
hoping		0.000442477876106 	0.000833333333333
almost		0.000442477876106 	0.000833333333333
motivational		0.000884955752212 	0.000416666666667
ir		0.000442477876106 	0.000833333333333
canon		0.000442477876106 	0.000833333333333
disappointing		0.000442477876106 	0.00166666666667
cant		0.000884955752212 	0.000416666666667
beautifully		0.00132743362832 	0.000416666666667
turner		0.00132743362832 	0.000416666666667
saddening		0.000442477876106 	0.000833333333333
funny		0.00132743362832 	0.000416666666667
different		0.000884955752212 	0.00375
shirt		0.000442477876106 	0.0025
anymore		0.000442477876106 	0.000833333333333
shiny		0.000884955752212 	0.000416666666667
suggest		0.000442477876106 	0.000833333333333
make		0.000884955752212 	0.000416666666667
same		0.00221238938053 	0.000833333333333
varies		0.000442477876106 	0.000833333333333
paulo		0.000884955752212 	0.000416666666667
amazingly		0.000884955752212 	0.000416666666667
complaints		0.000884955752212 	0.000416666666667
party		0.000884955752212 	0.000416666666667
flair		0.000884955752212 	0.000416666666667
higher		0.000442477876106 	0.000833333333333
breakdown		0.000442477876106 	0.000833333333333
meets		0.000884955752212 	0.000416666666667
finish		0.000442477876106 	0.000833333333333
slightly		0.000442477876106 	0.000833333333333
keys		0.000442477876106 	0.000833333333333
fruit		0.000442477876106 	0.000833333333333
arrived		0.000884955752212 	0.00125
user		0.00176991150442 	0.000416666666667
opinion		0.000442477876106 	0.000833333333333
robust		0.000884955752212 	0.000416666666667
terribly		0.000442477876106 	0.000833333333333
wyswyg		0.000884955752212 	0.000416666666667
collar		0.000442477876106 	0.000833333333333
tighter		0.000442477876106 	0.000833333333333
safe		0.000442477876106 	0.00166666666667
suitable		0.000884955752212 	0.000833333333333
off		0.000442477876106 	0.000833333333333
center		0.000442477876106 	0.00125
fully		0.00176991150442 	0.000416666666667
colour		0.00176991150442 	0.00208333333333
no		0.00132743362832 	0.005
spent		0.000884955752212 	0.000416666666667
options		0.000884955752212 	0.000416666666667
person		0.000884955752212 	0.000833333333333
sheer		0.000442477876106 	0.000833333333333
without		0.000884955752212 	0.000416666666667
bottle		0.000442477876106 	0.000833333333333
convenient		0.000884955752212 	0.000416666666667
